scenario_id,timestamp_min,ambient_temperature,humidity,wind_speed,coal_moisture,CO,CO2,O2,surface_temperature_mean,surface_temperature_max,hotspot_area,hotspot_x,hotspot_y,heating_rate,risk_score,risk_class,mitigation_status
S04,65,32.64,44.8,1.59,8.0,15.32,426.27,20.79,34.62,41.52,355,24.28,25.64,0.3211,41.02,MEDIUM,0
S04,66,32.05,44.89,1.38,8.0,13.58,426.57,20.7,34.34,41.47,378,24.62,25.0,-0.2796,41.57,MEDIUM,0
S04,67,31.51,45.36,1.41,8.0,15.27,421.68,20.69,34.49,41.88,402,24.55,25.49,0.148,40.8,MEDIUM,0
S04,68,32.62,44.92,1.52,8.0,15.74,419.74,20.76,34.87,42.52,428,25.32,25.57,0.373,45.62,MEDIUM,0
S04,69,31.66,44.82,1.51,8.0,16.22,423.15,20.78,35.05,43.0,457,24.61,25.76,0.1834,44.39,MEDIUM,0
S04,70,32.06,44.72,1.54,8.0,17.4,419.72,20.69,35.18,43.41,487,24.63,25.47,0.1291,44.49,MEDIUM,0
S04,71,32.18,45.06,1.54,8.0,16.4,421.44,20.69,35.48,43.99,518,25.41,24.49,0.301,49.45,MEDIUM,0
S04,72,32.4,44.71,1.46,8.0,19.49,424.55,20.68,36.0,44.83,553,26.14,25.22,0.521,55.64,MEDIUM,0
S04,73,31.86,45.35,1.43,8.0,18.5,433.89,20.67,36.27,45.42,590,25.09,24.61,0.2721,53.67,MEDIUM,0
S04,74,32.37,45.83,1.44,8.0,20.15,440.01,20.66,36.63,46.1,629,24.92,25.18,0.3607,56.78,MEDIUM,0
S04,75,32.13,44.8,1.56,8.0,19.18,424.96,20.76,37.26,47.06,670,25.24,24.66,0.6297,60.66,HIGH,0
S04,76,32.53,44.76,1.57,8.0,20.07,427.43,20.73,37.52,47.66,715,25.66,23.73,0.2549,56.74,MEDIUM,0
S04,77,32.03,44.39,1.57,8.0,23.53,434.71,20.67,37.64,48.15,764,24.66,24.64,0.1275,55.58,MEDIUM,0
S04,78,32.19,44.7,1.57,8.0,23.45,431.33,20.69,37.65,48.51,816,23.98,25.5,0.0007,53.64,MEDIUM,0
S04,79,31.81,45.02,1.57,8.0,25.21,439.11,20.72,38.05,49.3,873,25.17,24.9,0.4042,62.52,HIGH,0
S04,80,32.01,45.35,1.51,8.0,23.41,445.85,20.66,38.07,49.72,934,24.56,25.0,0.0166,55.18,MEDIUM,0
S04,81,32.11,45.56,1.65,8.0,28.02,446.59,20.64,38.44,50.49,999,25.31,24.47,0.3761,63.18,HIGH,0
S04,82,32.0,45.09,1.63,8.0,30.3,444.44,20.66,38.95,51.41,1069,25.03,25.08,0.5088,66.06,HIGH,0
S04,83,31.37,45.89,1.39,8.0,30.42,444.12,20.56,38.82,51.7,1145,24.74,25.42,-0.1276,59.08,MEDIUM,0
S04,84,32.19,44.93,1.55,8.0,34.44,455.69,20.68,39.11,52.39,1224,24.6,25.18,0.2916,63.27,HIGH,0
S04,85,32.08,44.92,1.34,8.0,35.9,457.67,20.63,39.02,52.76,1316,25.27,24.86,-0.0947,59.97,MEDIUM,0
S04,86,32.14,45.13,1.44,8.0,37.93,464.85,20.4,39.19,53.37,1412,24.98,24.78,0.1708,62.67,HIGH,0
S04,87,32.0,44.41,1.49,8.0,42.72,460.73,20.54,39.88,54.53,1519,25.22,24.34,0.6928,69.74,HIGH,0
S04,88,32.06,44.51,1.59,8.0,46.21,474.34,20.51,40.1,55.25,1640,25.07,24.53,0.219,65.38,HIGH,0
S04,89,32.34,45.49,1.55,8.0,50.41,477.21,20.53,40.15,55.81,1772,24.93,24.32,0.0521,62.94,HIGH,0
S04,90,32.06,45.19,1.48,8.0,53.36,498.06,20.36,40.46,56.65,1919,25.35,25.88,0.3051,69.73,HIGH,0
S04,91,31.85,44.94,1.66,8.0,58.24,497.63,20.46,40.75,57.52,2085,25.88,23.82,0.2893,70.2,HIGH,0
S04,92,31.7,44.58,1.52,8.0,63.81,498.68,20.43,40.76,58.13,2200,24.25,25.14,0.0116,65.49,HIGH,0
S04,93,32.03,45.12,1.46,8.0,69.79,505.31,20.42,40.92,58.91,2278,25.18,25.54,0.1639,69.37,HIGH,0
S04,94,31.89,45.18,1.37,8.0,73.3,515.76,20.31,41.14,59.8,2364,25.02,24.78,0.2174,71.32,HIGH,0
S04,95,32.25,45.57,1.5,8.0,82.25,527.84,20.44,41.53,60.87,2450,24.57,24.42,0.3862,75.78,HIGH,0
S04,96,31.6,45.51,1.45,8.0,91.61,547.16,20.2,41.74,61.74,2500,25.72,24.95,0.2081,74.2,HIGH,0
S04,97,31.98,44.65,1.45,8.0,100.19,561.2,20.19,41.75,62.49,2500,24.84,25.71,0.0164,71.71,HIGH,0
S04,98,31.87,44.67,1.56,8.0,115.76,582.91,20.01,42.21,63.69,2500,24.44,25.46,0.4537,83.04,CRITICAL,0
S04,99,31.84,44.5,1.49,8.0,127.06,609.08,19.96,42.52,64.78,2500,24.73,24.58,0.3101,82.25,CRITICAL,0
S04,100,32.05,44.99,1.61,8.0,144.44,630.9,19.98,43.02,66.09,2500,25.04,24.92,0.5058,88.47,CRITICAL,0
S04,101,31.88,44.48,1.55,8.0,156.99,654.59,19.86,43.51,67.41,2500,24.14,24.57,0.4841,89.9,CRITICAL,0
S04,102,31.38,44.86,1.42,8.0,180.99,688.75,19.74,44.29,69.05,2500,25.06,25.0,0.7818,91.57,CRITICAL,0
S04,103,31.89,44.67,1.39,8.0,202.31,734.12,19.61,45.0,70.66,2500,24.63,25.57,0.7069,92.16,CRITICAL,0
S04,104,31.95,44.5,1.62,8.0,227.46,768.47,19.49,45.77,72.36,2500,25.97,24.98,0.7747,92.36,CRITICAL,0
S04,105,32.46,44.63,1.35,8.0,254.06,809.52,19.42,46.25,73.78,2500,24.48,25.02,0.4785,92.03,CRITICAL,0
S04,106,32.32,45.01,1.52,8.0,285.13,859.34,19.31,46.76,75.26,2500,25.83,26.12,0.5148,92.64,CRITICAL,0
S04,107,32.11,44.91,1.66,8.0,321.47,910.95,18.97,47.2,76.69,2500,25.12,25.83,0.4401,92.02,CRITICAL,0
S04,108,31.43,44.86,1.52,8.0,356.16,968.81,18.91,47.76,78.27,2500,24.67,24.68,0.5605,93.32,CRITICAL,0
S04,109,31.95,45.18,1.48,8.0,392.08,1031.42,18.67,48.28,79.84,2500,25.57,24.72,0.5178,93.72,CRITICAL,0
S04,110,31.59,45.13,1.55,8.0,398.56,1042.08,18.65,,,2500,25.18,24.74,1.2213,93.75,CRITICAL,0
S04,111,32.02,45.47,1.5,8.0,400.37,1041.5,18.58,50.38,84.12,2500,25.39,24.26,0.8755,93.86,CRITICAL,0
S04,112,31.81,45.26,1.66,8.0,399.62,1050.01,18.62,51.04,85.91,2500,24.94,25.32,0.6601,93.8,CRITICAL,0
S04,113,32.19,45.01,1.47,8.0,400.36,1036.25,18.59,52.02,88.01,2500,25.68,24.79,0.9826,93.85,CRITICAL,0
S04,114,31.94,45.37,1.43,8.0,399.7,1047.54,18.62,53.04,90.14,2500,25.9,24.39,1.0162,93.79,CRITICAL,0
S04,115,31.95,45.19,1.54,8.0,399.8,1042.71,18.6,53.95,92.18,2500,25.05,25.08,0.9108,93.84,CRITICAL,0
S04,116,32.24,45.21,1.59,8.0,399.65,1051.64,18.61,55.25,94.65,2500,25.5,25.32,1.2991,93.82,CRITICAL,0
S04,117,31.79,44.6,1.46,8.0,401.31,1043.44,18.73,56.04,96.58,2500,23.69,23.97,0.7947,93.61,CRITICAL,0
S04,118,32.02,45.24,1.56,8.0,,1038.0,18.64,57.05,98.76,2500,24.39,24.15,1.0038,93.76,CRITICAL,0
S04,119,32.13,45.61,1.53,8.0,399.74,1045.03,18.57,57.84,100.7,2500,24.91,24.52,0.7922,93.88,CRITICAL,0
S04,120,32.09,44.92,1.5,8.0,399.35,1037.12,18.6,59.02,103.05,2500,25.31,25.6,1.1827,93.83,CRITICAL,0
S05,0,34.17,37.82,0.88,6.0,6.24,406.9,20.73,33.9,33.93,0,,,0.0,1.32,NORMAL,0
S05,1,33.69,38.44,0.9,6.0,6.3,406.96,20.75,33.66,33.68,0,,,-0.2334,6.22,NORMAL,0
S05,2,33.76,38.25,0.91,6.0,5.51,410.77,20.62,33.81,33.84,0,,,0.1499,5.15,NORMAL,0
S05,3,34.05,38.07,0.89,6.0,6.71,411.98,20.79,33.6,33.63,0,,,-0.2104,6.42,NORMAL,0
S05,4,33.89,38.16,1.05,6.0,8.2,413.22,20.82,33.47,33.51,0,,,-0.1314,5.22,NORMAL,0
S05,5,33.76,37.92,1.0,6.0,8.18,413.93,20.8,34.0,34.04,0,,,0.5306,13.22,NORMAL,0
S05,6,33.72,37.73,1.2,6.0,8.34,412.88,20.82,34.35,34.41,0,,,0.3474,10.8,NORMAL,0
S05,7,34.15,38.13,0.9,6.0,8.24,406.7,20.76,34.26,34.35,0,,,-0.0885,5.27,NORMAL,0
S05,8,33.93,37.66,0.86,6.0,8.9,408.92,20.77,34.17,34.27,0,,,-0.0905,5.87,NORMAL,0
S05,9,34.14,37.97,0.99,6.0,5.71,411.33,20.85,34.11,34.25,0,,,-0.0616,4.97,NORMAL,0
S05,10,34.02,38.28,0.94,6.0,9.36,410.56,20.72,34.06,34.23,0,,,-0.0459,5.6,NORMAL,0
S05,11,34.18,37.83,1.03,6.0,8.54,413.01,20.8,33.7,33.9,0,,,-0.3651,11.92,NORMAL,0
S05,12,33.78,38.07,1.02,6.0,8.21,414.48,20.79,34.11,34.36,0,,,0.4111,13.78,NORMAL,0
S05,13,33.48,38.02,1.08,6.0,8.56,413.85,20.83,34.21,34.5,0,,,0.0953,8.15,NORMAL,0
S05,14,34.31,37.9,1.04,6.0,9.86,412.33,20.75,34.27,34.63,0,,,0.0656,7.38,NORMAL,0
S05,15,33.79,37.69,0.92,6.0,8.84,405.98,20.75,34.03,34.45,0,,,-0.2409,11.2,NORMAL,0
S05,16,34.0,37.33,0.99,6.0,10.69,414.34,20.7,34.3,34.77,0,,,0.2673,12.73,NORMAL,0
S05,17,34.15,37.91,0.86,6.0,9.75,418.0,20.72,34.17,34.67,0,,,-0.1308,10.07,NORMAL,0
S05,18,33.82,37.95,0.93,6.0,10.71,414.91,20.71,34.22,34.78,0,,,0.0524,9.29,NORMAL,0
S05,19,33.9,38.45,0.93,6.0,8.85,404.11,20.74,33.69,34.32,0,,,-0.5255,17.42,NORMAL,0
S05,20,33.93,37.92,1.09,6.0,9.75,417.83,20.81,33.68,34.39,0,,,-0.0117,8.48,NORMAL,0
S05,21,33.88,38.19,0.99,6.0,10.29,413.02,20.75,33.72,34.49,0,,,0.0412,9.58,NORMAL,0
S05,22,34.36,38.32,0.94,6.0,11.11,411.16,20.69,33.62,34.48,0,,,-0.1061,10.88,NORMAL,0
S05,23,34.03,38.74,0.88,6.0,12.1,414.76,20.87,33.68,34.64,0,,,0.0613,10.77,NORMAL,0
S05,24,33.88,38.08,1.1,6.0,10.37,418.6,20.71,33.46,34.5,0,,,-0.2175,14.5,NORMAL,0
S05,25,34.52,38.6,1.0,6.0,11.18,422.08,20.6,33.44,34.57,0,,,-0.0179,10.7,NORMAL,0
S05,26,33.76,37.65,0.98,6.0,11.83,419.16,20.64,33.4,34.65,33,22.86,27.4,-0.0413,12.84,NORMAL,0
S05,27,34.1,37.75,1.16,6.0,12.25,419.87,20.68,33.17,34.56,38,23.11,26.46,-0.2294,16.67,NORMAL,0
S05,28,34.3,38.17,1.0,6.0,11.31,407.81,20.79,33.38,34.9,44,22.77,27.96,0.2058,16.19,NORMAL,0
S05,29,34.17,38.86,0.97,6.0,13.2,420.62,20.6,33.48,35.14,49,23.67,26.5,0.1037,15.96,NORMAL,0
S05,30,34.02,37.69,0.92,6.0,12.75,421.52,20.8,33.15,34.95,56,22.5,27.36,-0.3346,20.76,LOW,0
S05,31,33.43,38.4,0.92,6.0,13.54,424.85,20.76,33.46,35.42,63,23.25,27.3,0.311,22.19,LOW,0
S05,32,34.33,38.07,0.91,6.0,12.37,418.75,20.68,33.21,35.32,70,23.29,26.7,-0.2475,20.31,LOW,0
S05,33,34.02,38.81,1.12,6.0,16.25,426.49,20.71,33.16,35.42,79,22.7,27.51,-0.0543,18.06,NORMAL,0
S05,34,33.78,37.4,1.03,6.0,14.01,425.5,20.8,33.21,35.66,88,23.45,27.21,0.0527,18.76,NORMAL,0
S05,35,34.06,38.36,0.9,6.0,15.51,422.25,20.69,33.67,36.3,98,23.87,27.07,0.4654,28.28,LOW,0
S05,36,34.16,38.3,1.02,6.0,15.7,419.91,20.77,33.52,36.34,109,22.61,27.02,-0.1502,22.43,LOW,0
S05,37,33.94,37.62,1.04,6.0,16.53,421.21,20.58,33.87,36.88,121,23.3,27.17,0.3503,28.38,LOW,0
S05,38,33.89,37.44,1.07,6.0,17.0,426.38,20.77,33.79,36.98,134,22.57,27.4,-0.0897,24.03,LOW,0
S05,39,34.04,37.97,1.07,6.0,18.12,434.22,20.66,33.98,37.38,148,23.38,28.01,0.1936,27.72,LOW,0
S05,40,33.78,37.89,0.98,6.0,17.71,425.15,20.62,34.16,37.81,165,22.42,26.42,0.184,28.82,LOW,0
S05,41,34.0,38.4,0.92,6.0,18.71,432.12,20.55,34.21,38.1,183,24.1,26.66,0.0468,27.54,LOW,0
S05,42,33.7,37.8,1.12,6.0,18.2,432.36,20.61,34.13,38.27,203,23.04,27.0,-0.0815,29.56,LOW,0
S05,43,34.35,37.75,0.99,6.0,21.31,425.12,20.54,34.09,38.49,224,23.48,27.33,-0.0389,29.51,LOW,0
S05,44,33.92,38.18,0.96,6.0,23.65,436.97,20.59,34.26,38.93,248,23.32,26.69,0.1703,34.7,LOW,0
S05,45,34.17,38.66,0.99,6.0,24.26,441.2,20.67,34.39,39.36,275,23.62,26.58,0.1325,35.41,LOW,0
S05,46,34.07,38.71,0.97,6.0,24.57,445.17,20.69,34.43,39.68,303,23.49,26.91,0.0395,35.37,LOW,0
S05,47,33.92,38.36,0.91,6.0,26.39,442.53,20.58,34.67,40.21,334,22.75,27.38,0.2338,41.6,MEDIUM,0
S05,48,34.03,38.65,0.98,6.0,27.87,441.78,20.66,34.86,40.69,367,23.66,26.99,0.1906,42.53,MEDIUM,0
S05,49,34.01,38.91,1.04,6.0,31.34,451.57,20.55,34.98,41.14,406,23.32,28.27,0.1257,44.16,MEDIUM,0
S05,50,33.89,38.08,0.98,6.0,29.34,452.06,20.55,35.38,41.9,449,23.36,26.2,0.4031,52.16,MEDIUM,0
S05,51,33.68,37.79,0.99,6.0,33.94,451.71,20.58,35.8,42.69,498,22.42,27.19,0.4125,55.65,MEDIUM,0
S05,52,33.98,38.18,1.04,6.0,36.7,460.31,20.49,35.95,43.21,550,23.08,26.61,0.1517,52.93,MEDIUM,0
S05,53,33.99,37.9,0.93,6.0,41.1,459.51,20.47,,,612,23.54,26.59,0.0437,52.9,MEDIUM,0
S05,54,33.7,37.44,1.11,6.0,43.53,467.25,20.46,36.16,44.27,681,23.34,26.86,0.1679,57.23,MEDIUM,0
S05,55,33.61,37.11,0.92,6.0,49.56,478.29,20.46,36.06,44.61,758,23.1,26.74,-0.1035,57.8,MEDIUM,0
S05,56,34.26,38.21,1.04,6.0,54.05,495.84,20.45,36.08,45.1,847,23.59,26.95,0.0184,57.49,MEDIUM,0
S05,57,33.86,38.1,0.95,6.0,57.12,490.47,20.49,36.47,45.99,948,22.8,26.76,0.3953,66.91,HIGH,0
S05,58,33.52,37.28,1.11,6.0,63.42,503.27,20.31,36.96,46.96,1058,22.87,27.0,0.487,71.97,HIGH,0
S05,59,33.8,37.17,1.08,6.0,69.78,510.51,20.17,37.14,47.64,1182,24.23,26.68,0.1839,68.03,HIGH,0
S05,60,34.16,38.42,0.92,6.0,75.04,521.19,20.38,37.35,48.41,1327,22.73,26.63,0.2059,70.03,HIGH,0
S05,61,33.99,37.97,1.03,6.0,79.19,526.42,20.25,37.49,49.11,1473,23.06,26.5,0.1407,70.84,HIGH,0
S05,62,33.98,37.84,0.93,6.0,82.31,532.6,20.18,38.39,50.64,1552,22.41,28.02,0.8995,78.66,HIGH,0
S05,63,33.89,37.37,1.02,6.0,87.36,537.15,20.31,38.32,51.24,1636,22.23,26.85,-0.0635,70.36,HIGH,0
S05,64,34.13,37.82,1.09,6.0,95.3,558.61,20.11,38.59,52.18,1722,23.28,26.5,0.2632,76.19,HIGH,0
S05,65,34.22,38.73,0.92,6.0,107.27,581.54,20.12,38.61,52.91,1812,23.25,27.15,0.023,73.33,HIGH,0
S05,66,33.77,37.75,1.02,6.0,121.97,592.38,20.04,39.16,54.18,1903,23.2,26.91,0.5465,84.85,CRITICAL,0
S05,67,33.92,38.31,1.01,6.0,135.46,622.07,19.97,39.74,55.51,1997,23.67,26.75,0.5833,87.3,CRITICAL,0
S05,68,33.93,38.18,0.85,6.0,151.86,645.62,19.77,40.24,56.82,2100,22.74,27.16,0.503,90.06,CRITICAL,0
S05,69,33.81,37.54,1.12,6.0,173.44,675.82,19.82,40.8,58.21,2206,23.23,27.21,0.5525,91.0,CRITICAL,0
S05,70,34.12,37.79,1.2,6.0,192.97,716.42,19.6,41.27,59.53,2314,23.3,26.52,0.4737,91.64,CRITICAL,0
S05,71,34.07,38.06,1.07,6.0,216.5,755.25,19.54,41.6,60.74,2425,23.13,28.1,0.3266,88.81,CRITICAL,0
S05,72,33.92,38.05,1.08,6.0,244.72,787.14,19.4,42.35,62.41,2500,23.41,26.34,0.756,92.51,CRITICAL,0
S05,73,34.17,37.85,0.99,6.0,274.99,837.75,19.26,43.06,64.05,2500,23.92,26.99,0.7077,92.73,CRITICAL,0
S05,74,34.05,38.04,1.08,6.0,307.74,900.53,19.0,43.85,65.82,2500,22.93,27.13,0.7879,93.17,CRITICAL,0
S05,75,34.07,38.13,1.04,6.0,346.02,959.1,18.82,44.6,67.56,2500,22.93,27.13,0.7513,93.46,CRITICAL,0
S05,76,34.25,37.22,0.95,6.0,387.74,1026.74,18.59,45.33,69.31,2500,22.93,26.53,0.7335,93.84,CRITICAL,0
S05,77,34.19,37.59,0.85,6.0,433.79,1099.78,18.41,46.17,71.23,2500,22.79,27.98,0.8425,94.14,CRITICAL,0
S05,78,34.09,37.86,1.08,6.0,487.4,1180.75,18.21,47.22,73.36,2500,23.51,27.14,1.0409,94.48,CRITICAL,0
S05,79,33.77,37.9,0.97,6.0,537.24,1264.36,17.9,47.85,75.12,2500,23.09,25.72,0.6306,95.0,CRITICAL,0
S05,80,34.26,37.68,1.01,6.0,559.05,1301.8,17.73,48.15,76.56,2500,22.79,27.77,0.3066,91.41,CRITICAL,0
S05,81,33.96,37.93,0.97,6.0,562.68,1301.23,17.73,48.9,78.47,2500,22.54,26.25,0.7506,95.29,CRITICAL,0
S05,82,33.7,37.23,1.03,6.0,562.03,1304.45,17.72,49.51,80.24,2500,22.66,27.03,0.6074,95.31,CRITICAL,0
S05,83,33.94,38.17,0.88,6.0,564.95,1309.7,17.65,50.54,82.44,2500,22.49,27.23,1.0316,95.42,CRITICAL,0
S05,84,33.67,37.72,0.99,6.0,564.09,1305.82,17.75,51.44,84.51,2500,23.29,27.5,0.9009,95.25,CRITICAL,0
S05,85,34.11,38.1,1.11,6.0,563.69,1307.49,17.79,51.99,86.24,2500,22.28,26.83,0.5465,95.18,CRITICAL,0
S05,86,34.04,38.37,0.89,6.0,565.08,1306.56,17.81,52.78,88.24,2500,23.2,27.4,0.7863,95.15,CRITICAL,0
S05,87,33.89,37.72,0.99,6.0,564.94,1309.96,17.74,53.44,90.12,2500,24.14,26.83,0.6668,95.26,CRITICAL,0
S05,88,34.23,37.64,1.01,6.0,561.94,1311.11,17.72,54.56,92.44,2500,22.92,27.33,1.1201,95.31,CRITICAL,0
S05,89,34.07,38.77,0.99,6.0,562.24,1307.05,17.73,55.61,94.67,2500,23.26,26.71,1.043,95.28,CRITICAL,0
S05,90,34.07,37.84,1.05,6.0,564.11,1309.14,17.68,56.73,96.98,2500,22.59,26.56,1.1284,95.36,CRITICAL,0
S05,91,33.98,37.34,1.05,6.0,564.51,1311.19,17.7,57.68,99.1,2500,23.24,27.17,0.9472,95.33,CRITICAL,0
S05,92,33.95,37.56,0.92,6.0,565.91,1307.77,17.65,58.61,101.2,2500,23.28,26.7,0.9273,95.41,CRITICAL,0
S05,93,33.93,38.62,1.02,6.0,566.89,1303.45,17.68,60.0,103.77,2500,22.48,27.69,1.3941,95.36,CRITICAL,0
S05,94,33.83,38.17,1.02,6.0,565.05,1305.95,17.81,61.11,106.04,2500,23.0,26.79,1.1048,95.16,CRITICAL,0
S05,95,33.98,37.15,0.98,6.0,564.28,1304.88,17.76,62.2,108.3,2500,23.21,27.1,1.0936,95.23,CRITICAL,0
S05,96,33.96,37.98,0.99,6.0,564.98,1304.33,17.74,63.28,110.53,2500,23.9,27.27,1.0799,95.26,CRITICAL,0
S05,97,33.67,37.31,1.04,6.0,563.8,1303.51,17.87,64.61,112.98,2500,22.05,26.01,1.3283,95.05,CRITICAL,0
S05,98,34.31,38.0,1.08,6.0,564.04,1302.02,17.73,65.91,115.43,2500,23.34,26.73,1.2989,95.29,CRITICAL,0
S05,99,33.71,37.78,1.06,6.0,564.58,1309.93,17.71,67.03,117.66,2500,22.3,27.67,1.1187,95.32,CRITICAL,0
S05,100,33.82,38.63,0.98,6.0,564.31,1304.98,17.72,67.71,119.43,2500,23.27,26.94,0.6827,95.29,CRITICAL,0
S05,101,34.19,38.38,1.08,6.0,564.83,1315.99,17.71,68.88,121.68,2500,23.34,26.74,1.1718,95.32,CRITICAL,0
S05,102,33.98,37.79,1.05,6.0,566.48,1315.07,17.7,69.76,123.62,2500,24.02,27.09,0.8741,95.34,CRITICAL,0
S05,103,33.84,38.5,0.99,6.0,564.48,1310.09,17.64,70.93,125.85,2500,23.63,26.22,1.1724,95.43,CRITICAL,0
S05,104,34.47,38.53,0.96,6.0,565.76,1306.07,17.66,71.92,127.86,2500,22.71,26.91,0.9902,95.4,CRITICAL,0
S05,105,34.2,38.01,0.89,6.0,563.53,1310.59,17.66,72.92,129.88,2500,24.04,27.43,1.0003,95.39,CRITICAL,0
S05,106,34.34,38.54,0.97,6.0,562.12,1307.0,17.7,73.8,131.79,2500,22.78,26.75,0.8855,95.34,CRITICAL,0
S05,107,34.16,38.0,0.87,6.0,564.61,1310.56,17.75,74.81,133.78,2500,22.92,27.1,1.0104,95.25,CRITICAL,0
S05,108,33.72,37.81,0.92,6.0,562.81,1311.72,17.63,76.1,136.05,2500,22.84,27.44,1.2899,95.45,CRITICAL,0
S05,109,33.88,38.01,1.12,6.0,565.57,1307.95,17.71,77.54,138.44,2500,22.95,27.12,1.4366,95.32,CRITICAL,0
S05,110,33.95,37.95,1.09,6.0,565.4,1305.4,17.66,78.88,140.71,2500,23.27,26.44,1.3392,95.39,CRITICAL,0
S05,111,33.94,37.62,0.92,6.0,564.46,1306.41,17.61,80.1,142.85,2500,22.47,27.72,1.2245,95.48,CRITICAL,0
S05,112,33.98,38.0,0.94,6.0,561.07,1298.64,17.62,81.33,144.97,2500,23.04,27.34,1.2259,95.47,CRITICAL,0
S05,113,34.34,37.81,1.01,6.0,564.72,1313.2,17.71,82.47,147.0,2500,22.66,26.3,1.1415,95.32,CRITICAL,0
S05,114,34.1,37.54,0.99,6.0,562.73,1310.02,17.71,83.76,149.15,2500,22.9,26.32,1.2862,95.31,CRITICAL,0
S05,115,34.13,37.54,1.06,6.0,564.05,1303.12,17.66,84.74,150.98,2500,23.11,27.16,0.9854,95.4,CRITICAL,0
S05,116,34.02,37.6,1.07,6.0,564.48,1304.83,17.71,85.98,153.05,2500,23.76,26.44,1.238,95.31,CRITICAL,0
S05,117,34.21,37.92,0.91,6.0,564.57,1300.69,17.8,87.28,155.18,2500,22.72,26.27,1.2972,95.17,CRITICAL,0
S05,118,33.92,37.45,0.98,6.0,563.33,1303.2,17.8,88.44,157.13,2500,23.28,26.83,1.1563,95.17,CRITICAL,0
S05,119,33.51,37.45,1.04,6.0,563.32,1309.24,17.79,89.53,159.03,2500,22.95,27.08,1.0973,95.18,CRITICAL,0
S05,120,33.7,37.86,1.02,6.0,564.24,1309.26,17.81,90.71,160.97,2500,22.42,27.27,1.1763,95.15,CRITICAL,0
S06,0,30.91,50.17,2.07,10.0,5.16,404.95,20.82,30.69,30.7,0,,,0.0,0.89,NORMAL,0
S06,1,31.58,49.99,1.88,10.0,4.44,395.23,20.87,30.61,30.62,0,,,-0.0763,2.21,NORMAL,0
S06,2,30.85,50.18,1.83,10.0,4.32,408.35,20.86,30.44,30.44,0,,,-0.1757,4.6,NORMAL,0
S06,3,30.8,50.07,2.03,10.0,6.52,403.89,20.81,30.22,30.24,0,,,-0.2121,5.64,NORMAL,0
S06,4,31.08,49.11,2.01,10.0,4.57,407.83,20.85,30.27,30.32,0,,,0.0505,2.41,NORMAL,0
S06,5,31.52,49.62,1.82,10.0,5.66,408.73,20.81,30.14,30.18,0,,,-0.1325,4.39,NORMAL,0
S06,6,31.09,49.92,2.03,10.0,4.12,404.48,20.78,30.18,30.25,0,,,0.0367,2.38,NORMAL,0
S06,7,31.35,49.77,1.9,10.0,4.6,407.94,20.73,29.86,29.96,0,,,-0.3186,8.42,NORMAL,0
S06,8,31.33,49.91,1.95,10.0,6.71,411.91,20.84,30.31,30.41,0,,,0.4503,11.37,NORMAL,0
S06,9,30.97,49.34,2.11,10.0,5.8,408.55,20.87,30.4,30.54,0,,,0.0949,4.13,NORMAL,0
S06,10,30.91,50.15,2.07,10.0,5.12,402.45,20.83,30.59,30.74,0,,,0.1894,5.98,NORMAL,0
S06,11,30.25,49.64,1.9,10.0,6.77,405.31,20.78,30.85,30.99,0,,,0.2521,8.46,NORMAL,0
S06,12,31.01,50.58,2.13,10.0,4.34,400.68,20.84,30.72,30.89,0,,,-0.1216,4.75,NORMAL,0
S06,13,31.09,50.26,2.07,10.0,4.77,411.45,20.88,30.51,30.71,0,,,-0.2186,7.16,NORMAL,0
S06,14,31.06,49.48,1.98,10.0,7.42,412.12,20.82,30.68,30.91,0,,,0.1767,6.87,NORMAL,0
S06,15,30.74,50.21,1.97,10.0,5.52,411.6,20.86,30.42,30.7,0,,,-0.2659,8.53,NORMAL,0
S06,16,30.87,50.12,1.93,10.0,7.36,398.42,20.96,30.39,30.68,0,,,-0.0299,3.72,NORMAL,0
S06,17,31.08,49.93,2.06,10.0,4.74,403.58,20.82,30.44,30.77,0,,,0.052,4.3,NORMAL,0
S06,18,30.93,49.79,1.9,10.0,3.75,400.45,20.88,29.85,30.21,0,,,-0.5889,13.12,NORMAL,0
S06,19,30.88,49.73,2.08,10.0,7.24,408.15,20.76,30.19,30.58,0,,,0.3369,10.81,NORMAL,0
S06,20,30.76,49.12,1.91,10.0,5.59,410.33,20.78,30.0,30.42,0,,,-0.1895,7.92,NORMAL,0
S06,21,30.63,50.55,1.96,10.0,5.13,408.3,20.8,29.7,30.15,0,,,-0.2941,10.03,NORMAL,0
S06,22,31.08,49.59,1.87,10.0,4.81,405.32,20.81,29.59,30.07,0,,,-0.1116,6.42,NORMAL,0
S06,23,31.18,49.89,1.89,10.0,5.15,411.84,20.81,29.96,30.5,0,,,0.3716,12.04,NORMAL,0
S06,24,30.61,50.53,1.98,10.0,7.44,416.2,20.82,29.79,30.38,0,,,-0.1767,8.67,NORMAL,0
S06,25,30.87,50.29,2.04,10.0,6.31,410.7,20.83,30.14,30.78,0,,,0.3569,12.14,NORMAL,0
S06,26,30.99,49.84,1.93,10.0,6.65,410.63,20.73,30.14,30.84,0,,,0.0011,5.4,NORMAL,0
S06,27,30.85,49.51,2.01,10.0,5.47,405.84,20.87,30.52,31.31,0,,,0.3756,12.99,NORMAL,0
